zebrafish_ensembl	human_symbol	GSM324905	GSM324904	GSM324903	GSM324906
ENSDARG00000041685	A2M	0.288703134890019	-0.0530109810954942	-0.196902859379651	-0.0737757204363372
ENSDARG00000008835	A2M	0.0648126637090116	0.0961462778383721	-0.024513943297093	0.0590371683085853
ENSDARG00000078183	A2M	-0.0146908883613372	-0.0953261000627907	-0.0358550285050388	0.152650833558721
ENSDARG00000074764	A2M	-0.322012563397674	-0.351916225118605	-0.39790710410814	-0.40577195019476703
ENSDARG00000041685	A2ML1	0.288703134890019	-0.0530109810954942	-0.196902859379651	-0.0737757204363372
ENSDARG00000008835	A2ML1	0.0648126637090116	0.0961462778383721	-0.024513943297093	0.0590371683085853
ENSDARG00000078183	A2ML1	-0.0146908883613372	-0.0953261000627907	-0.0358550285050388	0.152650833558721
ENSDARG00000074764	A2ML1	-0.322012563397674	-0.351916225118605	-0.39790710410814	-0.40577195019476703
ENSDARG00000102274	AAAS	0.547329818150291	0.337303018514099	0.333200072847093	0.573824471778391
ENSDARG00000012468	AACS	-0.12609616175901198	-0.154104872114244	-0.18201339714127898	0.054726288877907
ENSDARG00000075299	AAED1	-0.0968718853162791	-0.23141240820814002	-0.180292195863953	-0.0242705387601744
ENSDARG00000041170	AAGAB	0.696438113274709	0.6409419487889539	0.553010523460174	0.882086844759302
ENSDARG00000045019	AAMP	0.926245234292733	0.619997900799419	0.390354106016279	1.04260454321395
ENSDARG00000036567	AANAT	0.10509170788846901	-0.00792072769418605	-0.0236666728718023	0.107890388216279
ENSDARG00000079802	AANAT	-0.082595527082655	-0.0785280463968023	-0.16992658945910902	-0.105016974298643
ENSDARG00000018658	AAR2	0.358893989317829	-0.0642642304209302	0.351493765137936	0.45305584676724797
ENSDARG00000069142	AARS	2.4232662162790697	1.72582019848023	1.68724117636221	2.3905536267848797
ENSDARG00000069142	AARS2	2.4232662162790697	1.72582019848023	1.68724117636221	2.3905536267848797
ENSDARG00000051816	AASS	0.0290638538073643	0.0700551145767442	0.0140232448004845	0.577504101357849
ENSDARG00000025467	AATF	0.511606546328488	-0.0948106965267442	0.261958251881589	0.748053185878198
ENSDARG00000006031	ABAT	1.0551634128439	0.9966323751470931	1.06149707427791	1.0555849355404099
ENSDARG00000074635	ABCA1	0.268706760926453	1.11960586793808	1.14501441507122	0.17327197416938
ENSDARG00000074749	ABCA1	0.11065695242819801	1.4269696697575602	1.7006543543709298	0.949339442331395
ENSDARG00000074221	ABCA1	-0.0394020658973837	-0.105337528418023	0.121117240525291	0.0494816150988372
ENSDARG00000074041	ABCA10	0.23324085734287803	0.0518962907052326	0.0183890295637597	0.19441541763459302
ENSDARG00000074041	ABCA11P	0.23324085734287803	0.0518962907052326	0.0183890295637597	0.19441541763459302
ENSDARG00000074749	ABCA12	0.11065695242819801	1.4269696697575602	1.7006543543709298	0.949339442331395
ENSDARG00000074749	ABCA13	0.11065695242819801	1.4269696697575602	1.7006543543709298	0.949339442331395
ENSDARG00000100524	ABCA3	0.110972164822481	0.444459058059593	1.0037229507226701	0.7686872011569771
ENSDARG00000074749	ABCA4	0.11065695242819801	1.4269696697575602	1.7006543543709298	0.949339442331395
ENSDARG00000074221	ABCA4	-0.0394020658973837	-0.105337528418023	0.121117240525291	0.0494816150988372
ENSDARG00000074041	ABCA5	0.23324085734287803	0.0518962907052326	0.0183890295637597	0.19441541763459302
ENSDARG00000074041	ABCA6	0.23324085734287803	0.0518962907052326	0.0183890295637597	0.19441541763459302
ENSDARG00000074221	ABCA7	-0.0394020658973837	-0.105337528418023	0.121117240525291	0.0494816150988372
