pathway.name	log.fold.change	p.Value	FDR
KEGG_CIRCADIAN_RHYTHM_MAMMAL	-0.1732868614855288	6.47184861550798e-5	0.004284686321164592
KEGG_VIBRIO_CHOLERAE_INFECTION	-0.6868124356545404	8.04070109767796e-5	0.004284686321164592
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.2922036390276938	8.265727261868822e-5	0.004284686321164592
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.3874014568606463	1.0870246122762772e-4	0.004284686321164592
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.44127971678392786	1.2812799259132035e-4	0.004284686321164592
KEGG_ADHERENS_JUNCTION	-0.7332501679589116	1.5532505875559544e-4	0.004284686321164592
KEGG_DILATED_CARDIOMYOPATHY	-0.3116656685025146	1.861560971936349e-4	0.004284686321164592
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.2239604579950165	2.1517394302694726e-4	0.004284686321164592
KEGG_PENTOSE_PHOSPHATE_PATHWAY	-1.7484561726113736	2.5390769179756134e-4	0.004284686321164592
KEGG_FOCAL_ADHESION	-0.31011058955576665	2.8085533321409173e-4	0.004284686321164592
KEGG_GLYCEROLIPID_METABOLISM	-0.27502026568174237	2.912868737698915e-4	0.004284686321164592
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.2932063375920103	3.6254033886318204e-4	0.004284686321164592
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	-0.5595233749308918	3.808420790081257e-4	0.004284686321164592
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.2615097206145943	4.0325423582276976e-4	0.004284686321164592
KEGG_RETINOL_METABOLISM	0.060282633103518286	4.0470959023356954e-4	0.004284686321164592
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-0.8149186677083237	4.146989506506049e-4	0.004284686321164592
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.20140324240958798	4.1815843207699166e-4	0.004284686321164592
KEGG_MELANOGENESIS	-0.16209461860783703	4.307414123392306e-4	0.004284686321164592
KEGG_WNT_SIGNALING_PATHWAY	-0.22614736307145303	4.3768301130175935e-4	0.004284686321164592
KEGG_INSULIN_SIGNALING_PATHWAY	-0.24946524948613402	5.464739921601236e-4	0.0050822081270891495
KEGG_ENDOMETRIAL_CANCER	-0.20434968922720226	0.0012024315170922062	0.010037270965534606
KEGG_GLIOMA	-0.1433049040488216	0.0012125816193462313	0.010037270965534606
KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.19476652770704372	0.0012411679150929888	0.010037270965534606
KEGG_PROTEASOME	0.73414145120459	0.0013052807387186273	0.010115925725069362
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.259261456616263	0.00172902024169308	0.012863910598196516
KEGG_LONG_TERM_POTENTIATION	-0.20159074537022212	0.002036156990504079	0.014413088520638807
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-0.4006607494659001	0.0021390507110576884	0.014413088520638807
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.10974918502172937	0.002169712250418745	0.014413088520638807
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.18844284783305465	0.0022799837584572824	0.014623344105967398
KEGG_CALCIUM_SIGNALING_PATHWAY	-0.09701835171496623	0.002438037062687304	0.015115829788661285
KEGG_FOLATE_BIOSYNTHESIS	1.120705384520074	0.0028076171615772885	0.01678052268754572
KEGG_VEGF_SIGNALING_PATHWAY	-0.22202855394790894	0.0028869716451691563	0.01678052268754572
KEGG_TIGHT_JUNCTION	-0.4449627415824713	0.0032662373098715225	0.016981645999248878
KEGG_AXON_GUIDANCE	-0.25988281842695626	0.0032838354713446982	0.016981645999248878
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	-0.14874954259949102	0.003344530924712874	0.016981645999248878
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.0051602517256568	0.003373551103552714	0.016981645999248878
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.8721803024069231	0.0034457266493437277	0.016981645999248878
KEGG_COLORECTAL_CANCER	-0.37481810316783504	0.003503447068858412	0.016981645999248878
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	-0.5516440397515651	0.003603143859146396	0.016981645999248878
KEGG_TASTE_TRANSDUCTION	-0.19134987757207034	0.003706593901723121	0.016981645999248878
KEGG_TYROSINE_METABOLISM	-0.03211890375240026	0.0037432660535978712	0.016981645999248878
KEGG_GNRH_SIGNALING_PATHWAY	-0.14041138916648602	0.003939708931317121	0.0171064610108265
KEGG_O_GLYCAN_BIOSYNTHESIS	0.22099205282835124	0.0039547194809975246	0.0171064610108265
KEGG_ABC_TRANSPORTERS	0.20714779283412896	0.004789737186400161	0.020247525378873407
KEGG_RIBOFLAVIN_METABOLISM	0.11619068201551741	0.005263661775671661	0.0217564686727762
KEGG_LYSINE_DEGRADATION	-0.13337716899164392	0.0054451767646745974	0.022017453874553807
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.6488214035171834	0.005606367509228511	0.022186901206734107
KEGG_SMALL_CELL_LUNG_CANCER	-0.0980134876890709	0.006134338801160544	0.023770562854497107
KEGG_HISTIDINE_METABOLISM	-0.14094879364677843	0.006460657183603891	0.024524127268373955
KEGG_ERBB_SIGNALING_PATHWAY	-0.1186921337570763	0.00699029476694113	0.026003896533021004
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.08822442412836945	0.007547333526662457	0.027521178243996008
KEGG_SPHINGOLIPID_METABOLISM	0.09898756804213785	0.007694092842407485	0.027521178243996008
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.18918121617816713	0.009032523030833017	0.03169904308933851
KEGG_TYPE_II_DIABETES_MELLITUS	-0.18300147026372238	0.010796938057449967	0.037189453308994334
KEGG_BLADDER_CANCER	-0.22189838502737988	0.012352168960196419	0.04177278957448244
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.3727904653995197	0.014398602337407862	0.04782392919210469
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.3307799715042907	0.014896436785645653	0.04860942530052792
KEGG_BASAL_CELL_CARCINOMA	-0.05845347261942928	0.016139514000800714	0.051757751795671256
KEGG_TRYPTOPHAN_METABOLISM	0.2812886663325651	0.017111725368156232	0.05393509781703456
KEGG_ASTHMA	1.291216617946495	0.01739841865065631	0.05393509781703456
KEGG_NITROGEN_METABOLISM	-0.2576993470904424	0.017709421666493252	0.05399922016340565
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	-0.42334631367497905	0.021360406089220962	0.06408121826766289
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	-0.10861769256983472	0.023117636786168294	0.06736966727172426
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.31541057607533807	0.023180960781668564	0.06736966727172426
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.2796331497329386	0.024346027014189753	0.06862834389869578
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.247713762543549	0.024351992996311404	0.06862834389869578
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-0.25460618879130315	0.02538112423959271	0.07046103147110813
KEGG_PYRUVATE_METABOLISM	-0.31303198215337885	0.026343579350613933	0.07205743763550282
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	-0.09591634833856627	0.026818663596908987	0.07229378882645031
KEGG_JAK_STAT_SIGNALING_PATHWAY	-0.195855192371525	0.027300837893178054	0.0725422264018731
KEGG_GALACTOSE_METABOLISM	-0.12139493280970434	0.03042747536432988	0.0793870299464561
KEGG_OOCYTE_MEIOSIS	-0.09685190506249548	0.03103240753368275	0.0793870299464561
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.13763610314055727	0.031157275194039224	0.0793870299464561
KEGG_PROSTATE_CANCER	-0.10307356604512216	0.03164461169908028	0.07953915913552612
KEGG_BUTANOATE_METABOLISM	-0.08878582597088515	0.03802690416325394	0.09407002803025151
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.8918651937912181	0.03843721575429632	0.09407002803025151
KEGG_NOTCH_SIGNALING_PATHWAY	-0.12412663864024255	0.04182466073429025	0.10103099865685698
KEGG_N_GLYCAN_BIOSYNTHESIS	-0.09886220558469566	0.043280120770793795	0.10320644183804674
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	-0.11255324895519175	0.04400058374960025	0.10359631110665377
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.23730478051745432	0.04686848597766143	0.10896922989806283
KEGG_OLFACTORY_TRANSDUCTION	-0.05027620281559123	0.04840638080663884	0.11115539296339288
KEGG_MELANOMA	-0.05883000771055679	0.05119229179542595	0.1153921327377543
KEGG_CELL_CYCLE	-0.07379442157033443	0.051492188264696814	0.1153921327377543
KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.14305346036603714	0.054309992808758034	0.1202578412193928
KEGG_MTOR_SIGNALING_PATHWAY	-0.29211299724108414	0.0581500570825344	0.12724600726295765
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.05078334526487534	0.06653123070995913	0.1438931268843302
KEGG_LIMONENE_AND_PINENE_DEGRADATION	-0.22215019712411635	0.06885019869139652	0.14719697651264083
KEGG_ACUTE_MYELOID_LEUKEMIA	-0.15999908163757257	0.07078044766694558	0.1496041280233168
KEGG_MAPK_SIGNALING_PATHWAY	-0.09391678423646987	0.07627433446141052	0.1594047888744085
KEGG_TGF_BETA_SIGNALING_PATHWAY	-0.11384055479136596	0.07899683939405366	0.16326013474771092
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.2142086599305381	0.08172404778116309	0.16511144815876863
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	-0.2188069058489244	0.08228168362941735	0.16511144815876863
