Gene	SRR5828214	SRR5828215	SRR5828216	SRR5828217
ENSMUSG00000001053	823.12915	194.48953	139.13249	316.60226
ENSMUSG00000001054	2486.5674	663.3315	654.2246	1055.1831
ENSMUSG00000001056	6420.847	1588.6993	1921.5272	1257.064
ENSMUSG00000001062	177.50987	155.97725	117.557274	283.43152
ENSMUSG00000001065	839.37714	191.48761	73.85755	132.19434
ENSMUSG00000001076	0.0	0.0	0.0	0.0
ENSMUSG00000001082	2046.4801	418.62054	298.53467	672.84674
ENSMUSG00000001089	3043.9124	1244.9532	1049.4358	1328.657
ENSMUSG00000001095	0.0	0.0	0.0	0.0
ENSMUSG00000001098	5336.759	1611.924	1443.5538	2032.4565
ENSMUSG00000001100	3188.662	995.0283	943.1876	1014.8731
ENSMUSG00000001103	0.0	0.0	0.0	0.0
ENSMUSG00000001105	1744.7499	564.7601	935.1978	701.8168
ENSMUSG00000001119	0.95599717	0.0	0.0	0.0
ENSMUSG00000001120	133.71298	95.01778	62.74492	84.41453
ENSMUSG00000001123	10787.542	3595.2874	3533.0974	5346.721
ENSMUSG00000001127	4094.4993	1069.7382	1161.1217	1412.032
ENSMUSG00000001128	60.60255	70.37784	310.1547	96.820984
ENSMUSG00000001131	0.9656809	1.041766	2.0145798	0.0
ENSMUSG00000001134	1481.4843	375.32416	738.5636	383.5103
ENSMUSG00000001138	1883.0535	309.7903	370.03992	469.1435
ENSMUSG00000001143	763.6037	336.288	302.62238	411.70853
ENSMUSG00000001150	3396.416	1569.1904	2340.72	1979.8464
ENSMUSG00000001151	3701.4092	1232.3296	1500.0477	1663.7339
ENSMUSG00000001155	3.9132698	0.0	2.102154	3.910205
ENSMUSG00000001156	3211.7976	1829.4658	815.2268	2736.4387
ENSMUSG00000001157	2111.0232	1119.8092	1431.9429	868.19836
ENSMUSG00000001158	2603.7854	697.8599	1449.1189	743.9177
ENSMUSG00000001166	648.45	174.87291	211.55861	200.81361
ENSMUSG00000001168	0.9591549	0.0	0.0	0.0
ENSMUSG00000001173	679.0341	336.32983	329.46945	305.08423
ENSMUSG00000001175	61696.406	19450.047	21465.648	22747.656
ENSMUSG00000001211	7304.047	1325.8597	1452.9707	1610.4183
ENSMUSG00000001225	6.754163	5.649666	0.0	1.0362788
ENSMUSG00000001227	37.023495	13.229406	7.404238	33.234863
ENSMUSG00000001228	18331.277	5691.6577	3084.0652	6475.3735
ENSMUSG00000001229	4729.4673	1066.7324	647.03754	1342.0681
ENSMUSG00000001240	1.4938926	4.153989	0.0	0.0
ENSMUSG00000001247	3.8108404	14.414079	19.412607	28.639166
ENSMUSG00000001248	2600.0105	863.6652	747.7072	1719.1722
ENSMUSG00000001249	3.4430768	14.039778	8.848042	19.510227
ENSMUSG00000001260	1.9134716	0.0	0.0	0.0
ENSMUSG00000001270	94.596436	32.540478	39.937885	80.48862
ENSMUSG00000001280	31643.584	6508.764	2408.4163	9332.298
ENSMUSG00000001281	5429.6387	1659.1732	3159.3875	3988.9482
ENSMUSG00000001285	2334.918	659.4311	992.6676	740.5701
ENSMUSG00000001288	175.43352	175.73907	119.41473	301.77136
ENSMUSG00000001289	9910.891	2793.2483	5271.1123	4459.119
ENSMUSG00000001300	26.011374	32.04633	11.499559	7.099822
ENSMUSG00000001305	3435.968	959.7599	1186.5398	713.89685
ENSMUSG00000001313	15.861442	3.9402847	9.59385	16.369894
ENSMUSG00000001323	366.4256	164.76834	169.25641	256.41376
ENSMUSG00000001333	2.0930939	0.95773077	1.2144718	0.0
ENSMUSG00000001334	0.0	0.0	0.0	3.7355683
ENSMUSG00000001348	137.82204	83.90106	159.17844	183.83922
ENSMUSG00000001349	0.0	0.0	0.0	0.0
ENSMUSG00000001366	1651.6289	592.1086	880.17664	566.4222
ENSMUSG00000001376	2539.7053	1132.5077	1150.4606	862.90576
ENSMUSG00000001380	9179.905	2777.5618	3513.6584	2452.9294
ENSMUSG00000001383	7965.18	2416.9434	4964.877	3056.4653
ENSMUSG00000001403	4350.8115	1961.6226	2776.2556	1681.7235
ENSMUSG00000001415	6651.3154	1853.5845	1515.1289	1820.8162
ENSMUSG00000001416	30525.357	10391.053	12325.893	8738.096
ENSMUSG00000001418	7163.6045	1659.7955	1521.7375	2832.421
ENSMUSG00000001419	8387.158	2703.9526	1568.6794	3258.9211
ENSMUSG00000001420	96.40073	19.775684	24.118477	27.744019
ENSMUSG00000001424	16643.135	4679.7646	3403.588	5564.6733
ENSMUSG00000001435	7.924569	2.5310175	14.989842	22.86202
ENSMUSG00000001436	2585.7021	468.80682	274.05176	548.4068
ENSMUSG00000001440	51593.3	19913.639	18406.354	15542.647
ENSMUSG00000001441	3675.3987	2260.678	1816.0356	2097.9092
ENSMUSG00000001444	5504.202	1785.7607	2158.5632	2571.1042
ENSMUSG00000001445	4307.602	1143.1107	1341.6786	1577.6945
ENSMUSG00000001467	24453.25	5645.701	5144.6763	4846.049
ENSMUSG00000001472	12847.245	3492.7114	2771.6172	4735.8843
ENSMUSG00000001473	5894.81	1372.096	857.96014	1278.526
ENSMUSG00000001482	1794.3275	603.1978	382.52713	1000.02997
ENSMUSG00000001493	0.0	0.0	1.0490031	0.0
ENSMUSG00000001494	0.0	0.0	0.0	0.0
ENSMUSG00000001496	0.0	0.0	0.0	1.4831547
ENSMUSG00000001497	1.0439489	0.0	0.0	0.9368268
ENSMUSG00000001504	0.0	0.0	0.0	0.0
ENSMUSG00000001506	2.8472142	1.0015273	2.0893855	1.9056538
ENSMUSG00000001507	339.8883	154.52095	69.72623	223.74698
ENSMUSG00000001508	0.0	0.0	0.0	0.0
ENSMUSG00000001510	0.9589943	0.0	1.0348963	0.94407004
ENSMUSG00000001517	4369.1953	1550.1136	981.644	1759.1019
ENSMUSG00000001518	898.77264	228.24396	293.61017	229.23259
ENSMUSG00000001520	2.0204842	0.0	1.0487877	1.0377077
ENSMUSG00000001521	88.00236	92.27372	32.670654	126.39858
ENSMUSG00000001524	1060.2397	424.7203	427.1567	501.04837
ENSMUSG00000001525	117421.41	35576.617	32797.484	38143.33
ENSMUSG00000001542	1638.9873	1202.7015	647.79474	1112.6633
ENSMUSG00000001552	191.92078	111.38133	178.9403	358.81857
ENSMUSG00000001555	16.553743	12.290415	20.5117	22.036163
ENSMUSG00000001558	17.004524	3.6288972	1.8861035	2.6830726
ENSMUSG00000001566	0.0	0.0	0.0	0.0
ENSMUSG00000001569	4301.9956	1627.7717	2111.352	1516.2332
ENSMUSG00000001576	7944.508	2499.2954	2128.6675	2299.494
ENSMUSG00000001583	0.0	0.90462285	0.0	2.1595273
ENSMUSG00000001588	9544.531	2752.455	3102.24	3879.8997
ENSMUSG00000001604	0.0	0.0	3.1472135	0.0
ENSMUSG00000001622	3.3740857	0.83969396	0.0	3.2095294
ENSMUSG00000001627	1937.977	847.64795	1807.0245	633.1601
ENSMUSG00000001630	392.87015	145.9855	170.34955	183.14828
ENSMUSG00000001632	3544.1284	909.5619	894.5365	1179.9929
ENSMUSG00000001642	10626.524	3992.1792	6666.332	3898.477
ENSMUSG00000001655	25.92719	15.473055	24.443266	12.117027
ENSMUSG00000001656	0.0	0.0	0.0	0.0
ENSMUSG00000001657	1.9218999	0.9816682	1.0777253	0.0
ENSMUSG00000001661	0.0	0.0	0.0	0.0
ENSMUSG00000001663	81.406136	27.331158	10.255096	53.885815
ENSMUSG00000001665	40.939793	20.16598	17.539328	54.50329
ENSMUSG00000001666	1154.1682	300.33215	331.4362	478.9721
ENSMUSG00000001670	0.0	0.0	0.0	0.0
ENSMUSG00000001672	0.95311147	4.002821	2.122537	0.0
ENSMUSG00000001674	8440.168	3101.0986	3403.04	2482.5854
ENSMUSG00000001687	5261.181	1490.4814	1424.1091	1753.5626
ENSMUSG00000001700	1075.6664	889.0044	868.14435	1173.0819
ENSMUSG00000001707	4703.8813	1017.41925	996.0473	736.73566
ENSMUSG00000001729	14708.364	3512.7476	2324.181	4246.0366
ENSMUSG00000001739	1.3996812	3.569494	26.831894	10.995917
ENSMUSG00000001741	8404.27	2210.09	3204.2075	4097.738
ENSMUSG00000001750	1414.8698	622.51044	705.4623	1073.3489
ENSMUSG00000001751	1793.8374	383.82986	380.48804	713.88086
ENSMUSG00000001755	1617.2379	351.04874	504.50876	411.77304
ENSMUSG00000001761	61.98629	23.076586	13.137723	20.55004
ENSMUSG00000001763	8.303741	15.1179085	13.665928	15.669795
ENSMUSG00000001767	4180.6997	1385.4246	2374.783	1536.3387
ENSMUSG00000001768	5.4647255	58.24861	121.80717	111.454155
ENSMUSG00000001773	0.0	0.0	0.0	0.0
ENSMUSG00000001774	7962.5093	2920.9487	3932.382	2806.2998
ENSMUSG00000001783	14830.064	5146.1675	5348.885	6150.5303
ENSMUSG00000001785	6185.0903	2274.5244	2074.2444	1973.766
ENSMUSG00000001786	1641.6558	766.59143	894.43353	623.37695
ENSMUSG00000001794	17102.559	4782.8564	6243.7495	6808.4385
ENSMUSG00000001802	0.0	0.0	0.0	0.0
ENSMUSG00000001804	0.0	0.0	0.0	0.0
ENSMUSG00000001815	1.9124539	0.0	0.0	0.0
ENSMUSG00000001819	0.0	0.0	0.0	0.0
ENSMUSG00000001823	0.0	0.0	0.0	0.0
ENSMUSG00000001827	1.9246863	0.0	3.1292088	0.0
ENSMUSG00000001829	2131.5408	736.52435	361.63672	795.31525
ENSMUSG00000001833	26729.383	9534.546	13137.512	6821.9673
ENSMUSG00000001844	1665.7592	396.9055	430.5383	606.3133
ENSMUSG00000001847	24383.746	9089.692	9004.601	9297.313
ENSMUSG00000001855	6950.275	2288.3735	1574.9296	2590.068
ENSMUSG00000001864	126.679794	57.933628	45.009335	93.03324
ENSMUSG00000001865	6.9889307	1314.7603	820.9705	1440.5026
ENSMUSG00000001870	72.15119	42.843304	45.17878	35.152336
ENSMUSG00000001891	4497.118	2244.2068	3934.3042	1658.4203
ENSMUSG00000001901	2.9104698	0.0	0.0	0.45871022
ENSMUSG00000001909	2482.1707	496.4944	580.97723	629.9863
ENSMUSG00000001910	9544.375	2564.8088	1503.8857	3152.4934
ENSMUSG00000001911	13.740663	22.425013	10.362212	56.52185
ENSMUSG00000001918	18377.896	3653.8784	2527.9182	4334.084
ENSMUSG00000001924	32147.143	13851.244	14728.704	13965.965
ENSMUSG00000001930	18.575975	25.191574	53.38954	80.798904
ENSMUSG00000001942	2040.7372	570.62	942.0541	762.20715
ENSMUSG00000001943	0.0	0.0	0.0	0.0
ENSMUSG00000001946	0.0	1.1233724	2.302439	187.48361
ENSMUSG00000001948	83.97196	23.157017	55.21828	21.729849
ENSMUSG00000001962	2518.5874	713.53033	1058.9388	1171.0599
ENSMUSG00000001964	7308.734	2189.1743	3301.4927	2610.7075
ENSMUSG00000001983	803.7221	218.03687	249.32533	265.34622
ENSMUSG00000001985	6.274657	2.0148103	2.084725	9.527915
ENSMUSG00000001986	7.2538104	38.747005	25.22421	97.66661
ENSMUSG00000001988	0.0	0.0	0.0	0.0
ENSMUSG00000001995	703.3909	145.78185	113.56902	159.29745
ENSMUSG00000001998	1401.7363	667.06915	524.27014	531.5612
ENSMUSG00000001999	3555.688	1070.9548	1485.0896	1268.0431
ENSMUSG00000002006	58.050056	23.46503	25.277067	30.605854
ENSMUSG00000002007	8.03273	3.831475	0.6568298	14.38844
ENSMUSG00000002010	8853.153	2751.7793	1907.7386	3460.5256
ENSMUSG00000002012	3.9853797	0.0	3.38259	1.5616347
ENSMUSG00000002014	7929.6685	1855.115	2409.4644	2448.9492
ENSMUSG00000002015	13880.422	4828.008	8497.76	5532.837
ENSMUSG00000002017	4479.658	1512.2073	1441.2415	1438.7798
ENSMUSG00000002020	11.025787	3.1682584	3.9079955	4.1126256
ENSMUSG00000002028	9478.61	2787.2458	2274.563	4417.3716
ENSMUSG00000002031	694.8515	294.21283	491.26984	573.6997
ENSMUSG00000002032	14.576579	4.151428	7.4043274	11.913085
ENSMUSG00000002033	496.23843	608.8638	965.65936	932.75616
ENSMUSG00000002043	524.3179	97.81412	224.4228	258.3562
ENSMUSG00000002052	11291.781	3512.7322	2799.0894	4598.351
ENSMUSG00000002055	5174.963	1687.2294	2355.326	2182.3215
ENSMUSG00000002057	0.0	0.0	0.0	1.8782927
ENSMUSG00000002058	3496.8018	846.90735	995.6395	1130.257
ENSMUSG00000002059	2.1830626	12.316949	9.431705	3.9151082
ENSMUSG00000002064	3150.962	940.70154	1505.5397	1418.8639
ENSMUSG00000002068	4584.45	1249.8052	1200.9918	1238.1442
ENSMUSG00000002076	13.258036	0.88053215	9.197936	3.150123
ENSMUSG00000002083	200.12775	30.85068	29.13893	51.78012
ENSMUSG00000002100	0.0	1.9810755	1.0587435	0.94284713
ENSMUSG00000002102	13890.376	3566.4717	4397.112	4327.6206
ENSMUSG00000002103	1292.805	607.60486	390.08032	1419.107
ENSMUSG00000002104	17.00275	2.017481	8.505106	1.9716845
ENSMUSG00000002105	184.55086	109.27808	85.2274	135.12411
ENSMUSG00000002107	33377.176	9969.407	6480.048	11343.658
ENSMUSG00000002108	5.478557	77.22957	76.649536	157.78687
ENSMUSG00000002109	831.8422	278.77512	615.7001	346.2298
ENSMUSG00000002111	5.2797832	100.68452	171.3026	232.8686
ENSMUSG00000002129	11995.337	3924.3003	3686.4553	4082.5698
ENSMUSG00000002147	16901.84	4077.3965	3991.9617	6550.2407
ENSMUSG00000002190	2.7049992	2.5069313	0.0	0.84539324
ENSMUSG00000002204	2446.0823	832.5307	1741.879	2124.2952
ENSMUSG00000002205	2904.3933	889.7716	909.1604	1329.3829
ENSMUSG00000002210	855.7178	291.11414	179.34352	336.87845
ENSMUSG00000002221	4427.988	1324.5305	1621.3047	1425.7731
ENSMUSG00000002222	7134.198	3055.1812	2342.7627	2745.0298
ENSMUSG00000002227	1941.7184	623.9505	391.74237	1075.56
ENSMUSG00000002228	1501.8146	707.53625	782.98865	1444.6969
ENSMUSG00000002233	963.62024	288.77896	281.0754	582.6981
ENSMUSG00000002240	0.0	0.0	0.0	0.0
ENSMUSG00000002249	20.159498	0.0	1.304017	2.35457
ENSMUSG00000002250	890.52826	215.30664	111.9347	418.72452
ENSMUSG00000002257	3669.4832	1282.133	908.8485	1738.7214
ENSMUSG00000002265	1.4927702	0.0	1.3917004	0.0
ENSMUSG00000002266	4.6702876	34.44555	2.4935653	5.6295385
ENSMUSG00000002274	1291.7141	246.47868	188.43925	200.32909
ENSMUSG00000002279	703.89905	250.06895	200.59694	400.7966
ENSMUSG00000002280	1791.9015	366.9202	182.97906	310.1463
ENSMUSG00000002289	986.97845	226.61917	260.85394	219.30682
ENSMUSG00000002297	5275.2915	2224.612	3210.9104	1812.3455
ENSMUSG00000002307	3786.443	1058.7389	920.5651	1756.378
ENSMUSG00000002308	1125.7397	345.01495	355.3596	292.81595
ENSMUSG00000002319	3057.4902	807.91797	542.75586	898.51074
ENSMUSG00000002320	5287.8174	1769.0487	1404.0598	2118.0464
ENSMUSG00000002324	49.000706	8.292453	12.108697	111.19135
ENSMUSG00000002325	4795.7686	1826.3801	2281.551	2502.4524
ENSMUSG00000002326	2173.1528	850.7524	838.8009	787.1675
ENSMUSG00000002329	1888.9103	512.24805	1124.0668	918.31146
ENSMUSG00000002332	1258.2416	462.65045	660.12384	817.4769
ENSMUSG00000002341	4.1992593	2.0377278	3.2426076	0.9441337
ENSMUSG00000002342	1624.663	607.7021	184.18643	282.02734
ENSMUSG00000002343	829.06964	166.37888	140.47398	86.10315
ENSMUSG00000002345	990.65796	207.59163	222.19777	445.48212
ENSMUSG00000002346	75.11025	41.624	39.42058	31.73314
ENSMUSG00000002365	4718.109	1107.9082	1470.4193	1287.2463
ENSMUSG00000002372	4594.559	1038.5986	1015.73334	1286.4547
ENSMUSG00000002379	1845.2285	446.11514	458.52054	654.91266
ENSMUSG00000002384	5.905216	0.0	1.9038686	1.759853
ENSMUSG00000002393	690.12823	80.815254	129.74513	240.04332
ENSMUSG00000002395	1859.2776	548.083	600.7554	1141.027
