zebrafish_ensembl	human_symbol	GSM324905	GSM324904	GSM324903	GSM324906
ENSDARG00000041685	A2M	0.2880789184655708	-0.05345725596321406	-0.1967935313519908	-0.07413956814800927
ENSDARG00000008835	A2M	0.06396693657212928	0.09523753368263124	-0.025069167877091743	0.05820745493985376
ENSDARG00000078183	A2M	-0.015283771593479515	-0.0956058615337564	-0.036368780928255406	0.15173215510732815
ENSDARG00000074764	A2M	-0.3215257647455282	-0.35134802589382524	-0.3971704660103869	-0.4050093367137909
ENSDARG00000041685	A2ML1	0.2880789184655708	-0.05345725596321406	-0.1967935313519908	-0.07413956814800927
ENSDARG00000008835	A2ML1	0.06396693657212928	0.09523753368263124	-0.025069167877091743	0.05820745493985376
ENSDARG00000078183	A2ML1	-0.015283771593479515	-0.0956058615337564	-0.036368780928255406	0.15173215510732815
ENSDARG00000074764	A2ML1	-0.3215257647455282	-0.35134802589382524	-0.3971704660103869	-0.4050093367137909
ENSDARG00000102274	AAAS	0.5471960807319673	0.33679799351082035	0.3326831213485281	0.5737272790241389
ENSDARG00000012468	AACS	-0.12625607028015004	-0.15415446752250436	-0.18195725273110253	0.05390754302942874
ENSDARG00000075299	AAED1	-0.0971463803081361	-0.2311899334552801	-0.18024236077668787	-0.02482681189122909
ENSDARG00000041170	AAGAB	0.6964386544503747	0.6409061680825151	0.5528838133418922	0.8821622060450094
ENSDARG00000045019	AAMP	0.9263334145028852	0.619948447908251	0.3899591106105029	1.042740683316792
ENSDARG00000036567	AANAT	0.1041734260174071	-0.00853823203923833	-0.02422528501990764	0.10697018497518752
ENSDARG00000079802	AANAT	-0.08292379778543962	-0.07887247217109053	-0.16991487264262345	-0.10526014357395663
ENSDARG00000018658	AAR2	0.3584293981688783	-0.06466585413387188	0.3510205397272067	0.4527805278820924
ENSDARG00000069142	AARS	2.4234141517772616	1.7259696056295415	1.6873979478609331	2.3907034522850545
ENSDARG00000069142	AARS2	2.4234141517772616	1.7259696056295415	1.6873979478609331	2.3907034522850545
ENSDARG00000051816	AASS	0.028319292532410095	0.06919721223427583	0.013330553396903226	0.5774097365121177
ENSDARG00000025467	AATF	0.5114182854443166	-0.09509219622388887	0.2612665656297365	0.7480717161803223
ENSDARG00000006031	ABAT	1.055293143999715	0.9967500909134446	1.0616265848978637	1.0557140948641084
ENSDARG00000074635	ABCA1	0.26803470334881724	1.1197434439085383	1.1451470998167914	0.1723808607624545
ENSDARG00000074749	ABCA1	0.10973387043652638	1.4270751915135604	1.7008146644881703	0.9494329870744372
ENSDARG00000074221	ABCA1	-0.039902858697922684	-0.10557925520427007	0.12018845865176027	0.048677562579342144
ENSDARG00000074041	ABCA10	0.23247017956707974	0.05108453846682058	0.017681953981342566	0.19355619724264286
ENSDARG00000074041	ABCA11P	0.23247017956707974	0.05108453846682058	0.017681953981342566	0.19355619724264286
ENSDARG00000074749	ABCA12	0.10973387043652638	1.4270751915135604	1.7008146644881703	0.9494329870744372
ENSDARG00000074749	ABCA13	0.10973387043652638	1.4270751915135604	1.7008146644881703	0.9494329870744372
ENSDARG00000100524	ABCA3	0.11004886767724584	0.4441706418883441	1.0038444139774965	0.7687119704558568
ENSDARG00000074749	ABCA4	0.10973387043652638	1.4270751915135604	1.7008146644881703	0.9494329870744372
ENSDARG00000074221	ABCA4	-0.039902858697922684	-0.10557925520427007	0.12018845865176027	0.048677562579342144
ENSDARG00000074041	ABCA5	0.23247017956707974	0.05108453846682058	0.017681953981342566	0.19355619724264286
ENSDARG00000074041	ABCA6	0.23247017956707974	0.05108453846682058	0.017681953981342566	0.19355619724264286
ENSDARG00000074221	ABCA7	-0.039902858697922684	-0.10557925520427007	0.12018845865176027	0.048677562579342144
ENSDARG00000074749	ABCA7	0.10973387043652638	1.4270751915135604	1.7008146644881703	0.9494329870744372
ENSDARG00000074041	ABCA8	0.23247017956707974	0.05108453846682058	0.017681953981342566	0.19355619724264286
ENSDARG00000074041	ABCA9	0.23247017956707974	0.05108453846682058	0.017681953981342566	0.19355619724264286
ENSDARG00000021787	ABCB1	0.2079637837172534	0.055192288615214496	-0.08857738400519337	0.2279449757391803
ENSDARG00000021787	ABCB4	0.2079637837172534	0.055192288615214496	-0.08857738400519337	0.2279449757391803
ENSDARG00000021787	ABCB5	0.2079637837172534	0.055192288615214496	-0.08857738400519337	0.2279449757391803
ENSDARG00000062795	ABCB7	0.7259671079352287	0.3203332461609923	0.4693122520582797	0.1697346149267164
ENSDARG00000056672	ABCB8	-0.020956278856895626	0.0866544557888056	-0.20222311313117866	-0.17524741116214665
ENSDARG00000036787	ABCB9	0.0059077507881323404	-9.269277452394748e-4	0.0932755601185804	0.2321155234120025
ENSDARG00000077988	ABCC1	0.4311189206439697	0.19829154203462232	0.16022622150432742	0.4568675478855544
ENSDARG00000077988	ABCC10	0.4311189206439697	0.19829154203462232	0.16022622150432742	0.4568675478855544
ENSDARG00000061233	ABCC11	2.3121682183906507	1.869411271610504	2.245176987373916	1.8385968759701703
ENSDARG00000076547	ABCC11	-0.1686544675175999	-0.206359743923254	-0.19058639549826933	-0.002188555418061152
ENSDARG00000061233	ABCC12	2.3121682183906507	1.869411271610504	2.245176987373916	1.8385968759701703
ENSDARG00000076547	ABCC12	-0.1686544675175999	-0.206359743923254	-0.19058639549826933	-0.002188555418061152
ENSDARG00000077988	ABCC2	0.4311189206439697	0.19829154203462232	0.16022622150432742	0.4568675478855544
ENSDARG00000077988	ABCC4	0.4311189206439697	0.19829154203462232	0.16022622150432742	0.4568675478855544
ENSDARG00000061233	ABCC5	2.3121682183906507	1.869411271610504	2.245176987373916	1.8385968759701703
ENSDARG00000076547	ABCC5	-0.1686544675175999	-0.206359743923254	-0.19058639549826933	-0.002188555418061152
ENSDARG00000077988	ABCC8	0.4311189206439697	0.19829154203462232	0.16022622150432742	0.4568675478855544
ENSDARG00000077988	ABCC9	0.4311189206439697	0.19829154203462232	0.16022622150432742	0.4568675478855544
ENSDARG00000104085	ABCD3	1.2050886548886324	1.3048233638266007	1.638318574764282	0.7678329674839374
ENSDARG00000061770	ABCD4	-0.19110398890392397	-0.1602369601598385	-0.13907830083814196	-0.1597390962521638
ENSDARG00000007216	ABCE1	1.057811940611462	0.9475988283739176	1.0789542391292557	1.0205415670173112
ENSDARG00000031795	ABCF1	1.3914635073317925	0.6356444352798623	1.0815573224515276	1.2644846467143664
ENSDARG00000038785	ABCF2	0.8669115577628403	1.579716566568956	1.2461147731327185	0.6877512539016145
ENSDARG00000075627	ABHD10	1.0975048026832086	1.0274041923216974	1.2412035327152344	0.8277438540946342
ENSDARG00000092071	ABHD12	-0.25957066067455337	-0.3230987618430465	0.13965277754039238	-0.22553987653452626
ENSDARG00000092071	ABHD12B	-0.25957066067455337	-0.3230987618430465	0.13965277754039238	-0.22553987653452626
ENSDARG00000078929	ABHD13	1.026182428703693	0.67343202830554	1.1220544718255454	1.0435739581690715
ENSDARG00000058452	ABHD13	0.0791832547036932	0.7847257725888629	0.08470516262839009	0.1581069652163876
ENSDARG00000092071	ABHD13	-0.25957066067455337	-0.3230987618430465	0.13965277754039238	-0.22553987653452626
ENSDARG00000100531	ABHD14A	-0.027136428230525103	0.13692963896835908	0.1965833138156376	-0.007799837112233102
ENSDARG00000100531	ABHD14B	-0.027136428230525103	0.13692963896835908	0.1965833138156376	-0.007799837112233102
ENSDARG00000078768	ABHD15	0.9107925295582796	-0.11975649145556815	0.20272566748542956	0.5008764802833228
ENSDARG00000078929	ABHD16A	1.026182428703693	0.67343202830554	1.1220544718255454	1.0435739581690715
ENSDARG00000078929	ABHD16B	1.026182428703693	0.67343202830554	1.1220544718255454	1.0435739581690715
ENSDARG00000058452	ABHD17A	0.0791832547036932	0.7847257725888629	0.08470516262839009	0.1581069652163876
ENSDARG00000058452	ABHD17B	0.0791832547036932	0.7847257725888629	0.08470516262839009	0.1581069652163876
ENSDARG00000058452	ABHD17C	0.0791832547036932	0.7847257725888629	0.08470516262839009	0.1581069652163876
ENSDARG00000101961	ABHD18	0.2406483131876319	0.3582418431901329	0.3253708078029427	0.5962156287128297
ENSDARG00000025797	ABHD2	1.2293415541447386	1.4009093527616834	1.5053107492267728	1.1629838829821124
ENSDARG00000045804	ABHD2	-0.24095318258482354	-0.2465768960017308	-0.17275898785208696	-0.03954685339497982
ENSDARG00000018809	ABHD3	0.7640654946633001	0.4893401607909989	0.5030417336569533	0.9435861947149472
ENSDARG00000102887	ABHD4	0.1755017483463168	1.4179901975083655	1.3198100903765149	0.6165450337088865
ENSDARG00000102887	ABHD5	0.1755017483463168	1.4179901975083655	1.3198100903765149	0.6165450337088865
ENSDARG00000010155	ABI1	0.7617567434844198	1.010967976943452	0.8203737302683205	0.6772858470251011
ENSDARG00000010155	ABI2	0.7617567434844198	1.010967976943452	0.8203737302683205	0.6772858470251011
ENSDARG00000060072	ABI2	0.6329458620946348	0.5841290603820933	0.3194318292094635	0.7354323620383735
ENSDARG00000060072	ABI3	0.6329458620946348	0.5841290603820933	0.3194318292094635	0.7354323620383735
ENSDARG00000010155	ABI3	0.7617567434844198	1.010967976943452	0.8203737302683205	0.6772858470251011
ENSDARG00000071095	ABI3BP	0.2408244639071939	0.2630369824388348	0.057478314273225535	0.2691020794415752
ENSDARG00000045064	ABLIM1	0.0728526071258894	0.05164614925418344	0.029006096747259107	0.12646574283900766
ENSDARG00000060149	ABLIM1	-0.05560681716060775	-0.1132559924327754	-0.043185675141373295	-0.20232891825043267
ENSDARG00000088168	ABLIM3	0.017944738691575295	-0.2003772782175421	0.13757963336087692	-0.26936364654010325
ENSDARG00000060149	ABLIM3	-0.05560681716060775	-0.1132559924327754	-0.043185675141373295	-0.20232891825043267
ENSDARG00000025275	ABO	-0.15679700716676295	-0.18626916775533775	-0.20658534302942874	-0.1151791807302366
ENSDARG00000068503	ABO	-0.2481924543837281	-0.2962324473802655	-0.2843204092686095	-0.2914845637893828
ENSDARG00000042329	ABR	-0.1191686096180036	-0.17374819568176592	0.5312698492686092	-0.06023513421465668
ENSDARG00000098907	ABRAXAS1	0.5118405061335821	-0.31429538488055364	-0.3084678352080205	-0.2821010850692447
ENSDARG00000098907	ABRAXAS2	0.5118405061335821	-0.31429538488055364	-0.3084678352080205	-0.2821010850692447
ENSDARG00000053831	AC002094.3	-0.20307480335429864	-0.20879398632862134	-0.21707512720946406	-0.29441996034564305
ENSDARG00000008333	AC002310.4	0.20780061612088851	0.05192666862435075	-0.009166241442152352	0.5406438840609736
ENSDARG00000089924	AC002996.1	1.1537139185271197	1.5992628870207732	1.3156045425233696	1.5668536776240611
ENSDARG00000037935	AC002996.1	0.10635387111425264	0.0926769878188112	0.3864663492536067	0.5660843510875156
ENSDARG00000014047	AC003688.1	-0.10324624871061724	1.6873979478609331	1.8250347213542992	0.0332247031027121
ENSDARG00000056819	AC004080.3	-0.1960732280263703	-0.2383229852579341	-0.021920451487882273	-0.25374299665262545
ENSDARG00000023713	AC004691.2	0.7060292877457196	0.3353036218420852	-0.24095318258482354	-0.33005745980813644
ENSDARG00000102070	AC004997.1	0.9097777590732824	0.7753902844483556	0.5764737194844204	1.0863351439430673
ENSDARG00000078604	AC004997.1	0.6449367355274086	0.8365981767674555	0.9759724265735708	1.3138062370100956
ENSDARG00000079588	AC004997.1	-0.11807547556664748	-0.17246337280438556	-0.15650958499144102	-0.13194452490565484
ENSDARG00000005085	AC005154.6	0.14945951074408506	0.26696144453625725	0.32703401786122405	0.4458138745683793
ENSDARG00000071403	AC005258.1	2.998476033294871	3.047028125776113	3.295997270963644	3.099307332954416
ENSDARG00000104782	AC005258.1	2.187860807833073	1.958310167643392	1.9336484384939383	2.285821320398152
ENSDARG00000096398	AC005551.1	0.01876071843623773	0.03678450610838617	-0.05266535623139066	0.07503348744575883
ENSDARG00000053070	AC005670.2	0.7494806060911703	0.6524840575877087	0.2893471575467395	0.4914360926168501
ENSDARG00000075528	AC005697.1	0.734582138670225	0.3429453549519135	-0.23970409664685485	0.3358631937726483
ENSDARG00000096554	AC005726.2	-0.09922051589757644	-0.10871636857982306	-0.04026421804616269	-0.10211457055568396
ENSDARG00000068828	AC005779.2	0.35388735301211705	0.11672866523600707	0.12630271523831504	-0.18862661083612256
ENSDARG00000070723	AC005833.2	1.218134414484418	1.2277304574593193	1.0819858875389483	1.0314890456289674
ENSDARG00000099516	AC005837.2	0.2646184834596073	0.5877184003863256	-0.07250229074379692	0.7320466579189249
ENSDARG00000044808	AC006030.1	0.2401177953736296	0.2331555134760528	0.4290923970715528	0.4113173017755345
ENSDARG00000015681	AC006486.1	0.060337095755914574	0.5465300376832081	0.3901502937025862	0.6588149293199662
ENSDARG00000044584	AC007040.2	0.0570469079036833	-0.152001544876803	-0.1955519217997692	0.10882258141748427
ENSDARG00000018060	AC007192.1	0.7117376766987885	0.35880540143912226	0.2258638333995963	0.5458576332905365
ENSDARG00000005500	AC007326.4	-0.16239083551990746	0.34596097276687826	0.26002445130842466	0.392664680902827
ENSDARG00000055719	AC007998.2	1.3697508446618578	0.8518739287824583	0.6922439653439117	1.137057084701962
ENSDARG00000042936	AC008073.3	-0.26570557273889245	0.16347873461165602	0.17615995613617993	-0.3425866182013849
ENSDARG00000021488	AC008403.1	0.6644260730803515	0.2108679885478938	0.6055068363300646	0.8891779458471819
ENSDARG00000076742	AC008403.1	1.2417425686281016	1.0565505235741506	1.0113865311119468	1.2213113452036932
ENSDARG00000058868	AC008575.1	0.6649424682665891	1.0930369906058874	0.9221050757345632	0.5997673312151381
ENSDARG00000005482	AC008695.1	0.0748911127308136	0.054205099873052505	0.3069298843165037	0.2143032298268896
ENSDARG00000026972	AC008758.1	-0.25670697576283874	-0.07596224862579344	-0.3209889128923833	-0.3175048361592618
ENSDARG00000105102	AC008764.1	0.2522463367449513	0.2969986311401032	0.5187792293931525	0.022932231482256225
ENSDARG00000074848	AC008764.4	0.16563403836439708	-0.026403284079149842	0.162020649727063	0.2221830480421236
ENSDARG00000014825	AC008770.3	1.4228321316266606	0.7897473913958447	0.8470471767327383	1.6231573688339889
ENSDARG00000036698	AC008770.3	1.046874844047318	0.7438459283646859	0.8688575639151768	0.7517550241410853
ENSDARG00000068098	AC008878.1	-0.11416858768166972	-0.12113250213935385	-0.03492698810521254	0.039974497456433965
ENSDARG00000011157	AC008878.3	0.025764841350259617	1.2107637725900189	1.0785139228087113	0.2376865406350263
ENSDARG00000042308	AC008878.3	1.0921330459278698	0.7025429585098102	0.43562752118032255	1.2622343225031754
ENSDARG00000012915	AC008982.1	0.6851129790813624	0.21771559868320872	0.1651345834394115	0.5549216573087133
ENSDARG00000059303	AC008982.1	1.5408029013646858	1.9598114483615152	1.804282149100979	1.6194160078329451
ENSDARG00000035324	AC008982.1	0.26533328290017283	0.3802763098894984	0.3380956771102139	0.910457858090018
ENSDARG00000042272	AC009163.2	0.1245588727130216	0.29882585089555685	0.17818560574841336	0.7812302972664454
ENSDARG00000056628	AC009163.4	0.1343968472022503	-0.14500644447143685	-0.07790237565464511	0.09071803930765543
ENSDARG00000052113	AC009690.1	0.4154925871811883	0.8090392019090212	-0.2473047725654936	0.1382028879495095
ENSDARG00000014171	AC009779.3	0.31094700367397543	0.8231328827100403	0.8610270267802459	0.7954882615825156
ENSDARG00000040121	AC010132.3	1.9854203091171376	1.7227785996318543	1.3808122883052534	1.953953097490475
ENSDARG00000035679	AC010132.3	1.5911668560487635	1.3934618646281054	1.6763076721612788	1.341483565586265
ENSDARG00000001897	AC010422.3	0.7537616849971149	0.6218650412720711	0.4711958726289674	0.3535131375421238
ENSDARG00000001897	AC010422.5	0.7537616849971149	0.6218650412720711	0.4711958726289674	0.3535131375421238
ENSDARG00000025554	AC010422.5	0.2964601026194458	0.8280478647740904	0.6406661394795161	0.11205444519580694
ENSDARG00000046127	AC010542.3	0.4935686322418736	0.08636332474206594	0.5265866972588004	0.5323840938379499
ENSDARG00000003607	AC010646.1	0.6341648132602427	0.587957879249567	0.7870558958817075	0.8672450334806695
